pack_name,category_slot,category_key,category_name,category_color,question,option_a,option_b,option_c,option_d,correct
Clasico,0,history,Historia,#f2c94c,"¿Qué faraón egipcio tuvo una tumba hallada casi intacta por Howard Carter?",Akenatón,"Ramsés II",Tutankamón,Keops,2
Clasico,0,history,Historia,#f2c94c,"¿Qué ciudad japonesa fue la primera en sufrir un bombardeo atómico?",Hiroshima,Nagasaki,Kioto,Osaka,0
Clasico,0,history,Historia,#f2c94c,"¿Qué rey inglés firmó la Carta Magna en 1215?","Ricardo Corazón de León","Juan Sin Tierra","Enrique VIII","Eduardo I",1
Clasico,0,history,Historia,#f2c94c,"¿Qué dinastía gobernaba China cuando Marco Polo afirmó haber llegado a la corte de Kublai Kan?","Dinastía Ming","Dinastía Han","Dinastía Qing","Dinastía Yuan",3
Clasico,0,history,Historia,#f2c94c,"¿Qué batalla de 1815 supuso la derrota definitiva de Napoleón Bonaparte?",Austerlitz,Trafalgar,Waterloo,Leipzig,2
Clasico,0,history,Historia,#f2c94c,"¿Qué cultura de la Antigüedad fundó la ciudad de Cartago?","La etrusca","La micénica","La persa","La fenicia",3
Clasico,0,history,Historia,#f2c94c,"¿Quién pronunció el discurso «I have a dream» en Washington?","Malcolm X","Nelson Mandela","Martin Luther King Jr.","Rosa Parks",2
Clasico,0,history,Historia,#f2c94c,"¿Qué expedición realizó la primera circunnavegación de la Tierra?","La de Magallanes y Elcano","La de Colón y los Pinzón","La de Cook y Banks","La de Amundsen y Nobile",0
Clasico,0,history,Historia,#f2c94c,"¿Qué califa mandó construir la ampliación más célebre de la mezquita de Córdoba en el siglo X?","Abderramán I","Alhakén II","Hisham II",Almanzor,1
Clasico,0,history,Historia,#f2c94c,"¿Qué documento inglés de 1689 limitó el poder de la Corona y reforzó el del Parlamento?","Bill of Rights","Habeas Corpus Act","Acta de Supremacía","Petición de Derechos",0
Clasico,0,history,Historia,#f2c94c,"¿Qué potencia europea colonizó Brasil?",Portugal,España,Francia,"Países Bajos",0
Clasico,0,history,Historia,#f2c94c,"¿Qué líder soviético impulsó la perestroika y la glásnost?","Mijaíl Gorbachov","Leonid Brézhnev","Nikita Jrushchov","Borís Yeltsin",0
Clasico,0,history,Historia,#f2c94c,"¿Qué ciudad fue capital del reino visigodo de Hispania?",Mérida,Sevilla,Tarragona,Toledo,3
Clasico,0,history,Historia,#f2c94c,"¿Qué pueblo germánico saqueó Roma en el año 410 bajo Alarico?","Los ostrogodos","Los francos","Los lombardos","Los visigodos",3
Clasico,0,history,Historia,#f2c94c,"¿Qué guerra concluyó en España con los Decretos de Nueva Planta?","La guerra de la Independencia","La guerra de los Treinta Años","La guerra de los Segadores","La guerra de Sucesión española",3
Clasico,0,history,Historia,#f2c94c,"¿Quién encabezó la independencia de la India mediante la resistencia no violenta?","Mahatma Gandhi","Jawaharlal Nehru","Muhammad Ali Jinnah","Subhas Chandra Bose",0
Clasico,0,history,Historia,#f2c94c,"¿Qué reina egipcia se alió sucesivamente con Julio César y Marco Antonio?",Nefertiti,Hatshepsut,"Arsínoe II","Cleopatra VII",3
Clasico,0,history,Historia,#f2c94c,"¿Qué ciudad fue el centro político del califato abasí?",Damasco,Bagdad,"El Cairo",Medina,1
Clasico,0,history,Historia,#f2c94c,"¿Qué hecho desencadenó de forma inmediata la Primera Guerra Mundial?","La invasión de Polonia","El hundimiento del Lusitania","El asesinato del archiduque Francisco Fernando","La crisis de los Sudetes",2
Clasico,0,history,Historia,#f2c94c,"¿Qué general cartaginés cruzó los Alpes con elefantes durante la segunda guerra púnica?","Aníbal Barca","Asdrúbal Giscón","Amílcar Barca","Escipión el Africano",0
Clasico,0,history,Historia,#f2c94c,"¿Qué rey francés fue conocido como el Rey Sol?","Luis XIII","Luis XIV","Luis XV","Francisco I",1
Clasico,0,history,Historia,#f2c94c,"¿Qué imperio africano gobernó Mansa Musa?","Imperio songhai","Reino de Aksum","Imperio de Ghana","Imperio de Malí",3
Clasico,0,history,Historia,#f2c94c,"¿Qué revolución derrocó al zar Nicolás II?","La Revolución de los Jóvenes Turcos","La Revolución rusa","La Revolución de 1905 en Persia","La Revolución húngara",1
Clasico,0,history,Historia,#f2c94c,"¿Qué alianza militar liderada por Estados Unidos se fundó en 1949?","Pacto de Varsovia",OTAN,SEATO,"Triple Entente",1
Clasico,0,history,Historia,#f2c94c,"¿Qué monarca unificó los reinos anglosajones y es llamado tradicionalmente primer rey de Inglaterra?","Alfredo el Grande","Guillermo el Conquistador","Canuto el Grande",Athelstan,3
Clasico,0,history,Historia,#f2c94c,"¿En qué ciudad se celebraron los juicios principales contra dirigentes nazis tras la Segunda Guerra Mundial?",Berlín,Núremberg,Múnich,"La Haya",1
Clasico,0,history,Historia,#f2c94c,"¿Qué civilización precolombina utilizó quipus para registrar información?","La inca","La maya","La mexica","La muisca",0
Clasico,0,history,Historia,#f2c94c,"¿Qué rey macedonio creó un imperio que llegó hasta el valle del Indo?","Filipo V",Perseo,"Alejandro Magno","Antígono II",2
Clasico,0,history,Historia,#f2c94c,"¿Qué batalla naval de 1571 enfrentó a la Liga Santa con el Imperio otomano?",Salamina,Accio,Lepanto,Preveza,2
Clasico,0,history,Historia,#f2c94c,"¿Qué presidente estadounidense proclamó la emancipación de los esclavos en los estados rebeldes?","Abraham Lincoln","Ulysses S. Grant","Andrew Johnson","Thomas Jefferson",0
Clasico,0,history,Historia,#f2c94c,"¿Qué movimiento religioso inició Martín Lutero con sus críticas a las indulgencias?","La Contrarreforma","La Reforma protestante","El Gran Cisma de Oriente","El jansenismo",1
Clasico,0,history,Historia,#f2c94c,"¿Qué reina británica dio nombre a una era del siglo XIX?",Ana,Victoria,"Isabel I","María II",1
Clasico,0,history,Historia,#f2c94c,"¿Qué tratado de 1494 repartió áreas de expansión atlántica entre Castilla y Portugal?","Tratado de Tordesillas","Tratado de Alcáçovas","Tratado de Utrecht","Tratado de Zaragoza",0
Clasico,0,history,Historia,#f2c94c,"¿Qué ciudad fue dividida por un muro entre 1961 y 1989?",Viena,Praga,Berlín,Budapest,2
Clasico,0,history,Historia,#f2c94c,"¿Quién fue el principal autor de la Declaración de Independencia de Estados Unidos?","George Washington","Thomas Jefferson","Benjamin Franklin","James Madison",1
Clasico,0,history,Historia,#f2c94c,"¿Qué rebelión del siglo XVI enfrentó a comunidades castellanas contra Carlos I?","La rebelión de las Alpujarras","La revuelta de los Irmandiños","El motín de Esquilache","La revuelta de las Comunidades",3
Clasico,0,history,Historia,#f2c94c,"¿Qué dinastía francesa comenzó con Hugo Capeto?","Los Valois","Los Capetos","Los Borbones","Los Merovingios",1
Clasico,0,history,Historia,#f2c94c,"¿Qué emperador romano legalizó el cristianismo mediante el Edicto de Milán?","Teodosio I",Diocleciano,"Constantino I","Justiniano I",2
Clasico,0,history,Historia,#f2c94c,"¿Qué nación derrotó a Rusia en la guerra de 1904-1905?",China,"Imperio otomano",Japón,Alemania,2
Clasico,0,history,Historia,#f2c94c,"¿Qué batalla de 732 frenó una incursión omeya en territorio franco?",Hastings,Muret,Bouvines,Poitiers,3
Clasico,0,history,Historia,#f2c94c,"¿Qué soberano ruso fundó San Petersburgo?","Iván el Terrible","Pedro el Grande","Alejandro II","Nicolás I",1
Clasico,0,history,Historia,#f2c94c,"¿Qué organización internacional precedió a las Naciones Unidas?","Consejo de Europa","Comunidad Europea del Carbón y del Acero","Unión Interparlamentaria","Sociedad de Naciones",3
Clasico,0,history,Historia,#f2c94c,"¿Qué tratado constituyó formalmente la Unión Europea en 1993?","Tratado de Roma","Tratado de Maastricht","Tratado de Lisboa","Tratado de Niza",1
Clasico,0,history,Historia,#f2c94c,"¿Qué expedición ateniense terminó en desastre durante la guerra del Peloponeso?","La expedición a Troya","La expedición a Sicilia","La campaña de Maratón","La campaña del Helesponto",1
Clasico,0,history,Historia,#f2c94c,"¿Qué rey castellano conquistó Sevilla en 1248?","Alfonso VIII","Sancho IV","Fernando III","Juan II",2
Clasico,0,history,Historia,#f2c94c,"¿Qué país sufrió la Revolución de los Claveles?",Grecia,Italia,Rumanía,Portugal,3
Clasico,0,history,Historia,#f2c94c,"¿Qué emperador mogol ordenó construir el Taj Mahal?","Shah Jahan",Akbar,Aurangzeb,Babur,0
Clasico,0,history,Historia,#f2c94c,"¿Qué pueblo estableció un reino con capital en Tenochtitlan?","Los incas","Los taínos","Los chibchas","Los mexicas",3
Clasico,0,history,Historia,#f2c94c,"¿Qué acuerdo de 1978 estableció el marco de paz entre Egipto e Israel?","Acuerdos de Oslo","Acuerdos de Dayton","Acuerdos de Camp David","Conferencia de Bandung",2
Clasico,0,history,Historia,#f2c94c,"¿Qué rey de Aragón conquistó Valencia y Mallorca en el siglo XIII?","Pedro III","Jaime I","Alfonso V","Fernando I",1
Clasico,0,history,Historia,#f2c94c,"¿Qué conflicto medieval enfrentó a las casas de Lancaster y York?","La guerra de los Cien Años","La guerra de las Investiduras","La guerra de los Barones","La guerra de las Dos Rosas",3
Clasico,0,history,Historia,#f2c94c,"¿Qué líder sudafricano fue elegido presidente tras el fin del apartheid?","Desmond Tutu","F. W. de Klerk","Thabo Mbeki","Nelson Mandela",3
Clasico,0,history,Historia,#f2c94c,"¿Qué general romano derrotó a Aníbal en Zama?",Mario,"Escipión el Africano",Sila,Pompeyo,1
Clasico,0,history,Historia,#f2c94c,"¿Qué dinastía reinaba en España cuando comenzó la guerra de la Independencia en 1808?","Los Borbones","Los Austrias","Los Trastámara","Los Saboya",0
Clasico,0,history,Historia,#f2c94c,"¿Qué emperatriz fue la última soberana de Rusia?","Alejandra Fiódorovna","Catalina la Grande","María Fiódorovna","Isabel de Rusia",0
Clasico,0,history,Historia,#f2c94c,"¿Qué ciudad albergó la Escuela de Traductores impulsada en época de Alfonso X?",Salamanca,Toledo,Burgos,León,1
Clasico,0,history,Historia,#f2c94c,"¿Qué país fue gobernado por los jemeres rojos de Pol Pot?",Camboya,Laos,Vietnam,Myanmar,0
Clasico,0,history,Historia,#f2c94c,"¿Qué guerra europea terminó con la Paz de Westfalia?","La guerra de los Treinta Años","La guerra de los Siete Años","La guerra de Crimea","La guerra de Sucesión austríaca",0
Clasico,0,history,Historia,#f2c94c,"¿Qué líder independentista dio nombre a Bolivia?","José de San Martín","Simón Bolívar","Antonio José de Sucre","Bernardo O’Higgins",1
Clasico,0,history,Historia,#f2c94c,"¿Qué polis griega venció a Atenas en la guerra del Peloponeso?",Tebas,Corinto,Argos,Esparta,3
Clasico,0,history,Historia,#f2c94c,"¿Qué monarca inglesa rompió con Roma y estableció la supremacía real sobre la Iglesia de Inglaterra?","Eduardo VI","María I","Isabel I","Enrique VIII",3
Clasico,0,history,Historia,#f2c94c,"¿Qué dinastía gobernó al-Ándalus durante el emirato y califato de Córdoba?","Los abasíes","Los omeyas","Los fatimíes","Los almorávides",1
Clasico,0,history,Historia,#f2c94c,"¿Qué conferencia de 1884-1885 reguló el reparto colonial de África entre potencias europeas?","Conferencia de Yalta","Congreso de Viena","Conferencia de Berlín","Conferencia de Algeciras",2
Clasico,0,history,Historia,#f2c94c,"¿Qué faraón impulsó el culto monoteísta a Atón?","Tutmosis III","Seti I",Akenatón,"Pepi II",2
Clasico,0,history,Historia,#f2c94c,"¿Qué emperador del Sacro Imperio acudió a Canossa para obtener el perdón papal?","Enrique IV","Federico Barbarroja","Carlos V","Otón I",0
Clasico,0,history,Historia,#f2c94c,"¿Qué batalla de 1066 permitió a Guillermo el Conquistador tomar la corona inglesa?",Agincourt,Hastings,Bosworth,"Stamford Bridge",1
Clasico,0,history,Historia,#f2c94c,"¿Qué acuerdo puso fin a la guerra de Independencia de Estados Unidos?","Tratado de Gante","Tratado de Versalles de 1919","Paz de Augsburgo","Tratado de París de 1783",3
Clasico,0,history,Historia,#f2c94c,"¿Qué reina gobernó Castilla inmediatamente antes de Carlos I?","Isabel I","Juana I","Catalina de Aragón","María de Aragón",1
Clasico,0,history,Historia,#f2c94c,"¿Qué pueblo fundó colonias como Gadir en la península ibérica?","Los celtas","Los cartagineses","Los romanos","Los fenicios",3
Clasico,0,history,Historia,#f2c94c,"¿Qué líder chino proclamó la República Popular China en 1949?","Mao Zedong","Sun Yat-sen","Deng Xiaoping","Chiang Kai-shek",0
Clasico,0,history,Historia,#f2c94c,"¿Qué movimiento político lideraron las sufragistas?","El derecho al voto femenino","La abolición de los gremios","La independencia sindical","La educación laica obligatoria",0
Clasico,0,history,Historia,#f2c94c,"¿Qué rey persa fue derrotado por Alejandro Magno en Gaugamela?","Jerjes I","Ciro el Grande","Darío III","Artajerjes II",2
Clasico,0,history,Historia,#f2c94c,"¿Qué ciudad fue capital del Imperio romano de Occidente en sus últimas décadas?",Milán,Roma,Aquilea,Rávena,3
Clasico,0,history,Historia,#f2c94c,"¿Qué rey nazarí entregó Granada a los Reyes Católicos?",Boabdil,"Muley Hacén","Muhammad I","Yusuf I",0
Clasico,0,history,Historia,#f2c94c,"¿Qué emperador francés vendió Luisiana a Estados Unidos?","Napoleón Bonaparte","Napoleón III","Luis XVIII","Carlos X",0
Clasico,0,history,Historia,#f2c94c,"¿Qué pueblo liderado por Espartaco protagonizó una gran rebelión contra Roma?","Legionarios auxiliares","Senadores plebeyos","Mercaderes provinciales","Esclavos y gladiadores",3
Clasico,0,history,Historia,#f2c94c,"¿Qué acuerdo de 1938 permitió a Alemania anexionarse los Sudetes?","Pacto Ribbentrop-Mólotov","Tratado de Brest-Litovsk","Acuerdo de Múnich","Pacto de Locarno",2
Clasico,0,history,Historia,#f2c94c,"¿Qué guerra libraron Atenas y Esparta en el siglo V a. C.?","Guerras médicas","Guerra de Corinto","Guerra del Peloponeso","Guerra lamiaca",2
Clasico,0,history,Historia,#f2c94c,"¿Qué monarca promulgó la Pragmática Sanción que permitió reinar a Isabel II?","Carlos IV","Fernando VII","Alfonso XII","Amadeo I",1
Clasico,0,history,Historia,#f2c94c,"¿Qué emperador japonés dio nombre al periodo de modernización iniciado en 1868?",Taishō,Meiji,Shōwa,Edo,1
Clasico,0,history,Historia,#f2c94c,"¿Qué ciudad cayó ante los otomanos en 1453?",Jerusalén,Alejandría,Constantinopla,Antioquía,2
Clasico,0,history,Historia,#f2c94c,"¿Qué tratado firmado en 1713 fue clave para poner fin a la guerra de Sucesión española?","Tratado de Fontainebleau","Tratado de Utrecht","Tratado de Cateau-Cambrésis","Tratado de los Pirineos",1
Clasico,0,history,Historia,#f2c94c,"¿Qué república marítima italiana tuvo a los dogos como jefes de Estado?",Florencia,Milán,Nápoles,Venecia,3
Clasico,0,history,Historia,#f2c94c,"¿Qué líder cartaginés fue padre de Aníbal?","Asdrúbal Barca","Magón Barca","Amílcar Barca",Bomílcar,2
Clasico,0,history,Historia,#f2c94c,"¿Qué ley romana escrita fue expuesta en doce tablas?","La Lex Hortensia","La Ley de las Doce Tablas","El Edicto Perpetuo","El Código Teodosiano",1
Clasico,0,history,Historia,#f2c94c,"¿Qué dinastía sucedió a los Tudor en el trono inglés?","Los Plantagenet","Los Hannover","Los Windsor","Los Estuardo",3
Clasico,0,history,Historia,#f2c94c,"¿Qué reino cristiano trasladó su corte a Oviedo durante el reinado de Alfonso II?","Reino de Navarra","Reino de León","Condado de Castilla","Reino de Asturias",3
Clasico,0,history,Historia,#f2c94c,"¿Qué guerra enfrentó a Rusia con una alianza que incluía al Imperio otomano, Francia y Reino Unido?","Guerra de Crimea","Guerra ruso-japonesa","Guerra del Cáucaso","Guerra de Livonia",0
Clasico,0,history,Historia,#f2c94c,"¿Qué presidente checoslovaco y dramaturgo simbolizó la Revolución de Terciopelo?","Václav Havel","Alexander Dubček","Gustáv Husák","Lech Wałęsa",0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Cuántos jugadores de cada equipo comienzan un partido de fútbol sobre el terreno de juego?",11,9,10,12,0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué país ganó el primer Mundial masculino de fútbol?",Brasil,Italia,Argentina,Uruguay,3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿En qué deporte se disputa el torneo de Wimbledon?",Bádminton,Squash,Tenis,"Tenis de mesa",2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Cuántos puntos vale un triple en baloncesto?",1,2,4,3,3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué pieza de ajedrez puede saltar sobre otras piezas?","El alfil","La torre","La dama","El caballo",3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué color de cinturón identifica tradicionalmente los primeros grados dan en judo?",Rojo,Azul,Marrón,Negro,3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿En qué deporte compiten los equipos por la Copa Davis?",Tenis,Golf,Rugby,Vela,0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué prueba atlética tiene una distancia oficial de 42,195 kilómetros?",Maratón,"Media maratón","50 kilómetros marcha",Ultramaratón,0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué selección ganó el Mundial masculino de fútbol de Sudáfrica 2010?","Países Bajos",Alemania,España,Brasil,2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué palo de la baraja española tiene espadas dibujadas?",Espadas,Bastos,Copas,Oros,0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Cuántos aros componen el símbolo olímpico?",4,6,7,5,3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿En qué deporte se utiliza un puck o disco?",Lacrosse,Curling,Polo,"Hockey sobre hielo",3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué gran vuelta ciclista se disputa principalmente en Francia?","Giro de Italia","Vuelta a España","Tour de Francia","Tour de Flandes",2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué valor tiene el as en el blackjack cuando conviene contarlo como la carta más alta?",10,12,13,11,3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Cómo se llama el golpe que inicia cada punto en tenis?",Volea,Saque,Remate,Dejada,1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué deporte combina natación, ciclismo y carrera a pie?","Pentatlón moderno",Duatlón,Triatlón,Decatlón,2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué país está asociado tradicionalmente con el origen del sumo?",Japón,China,Mongolia,"Corea del Sur",0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Cuántos hoyos tiene una vuelta estándar de golf?",9,12,21,18,3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué ficha del dominó doble-seis tiene doce puntos en total?","El seis-cinco","El doble cinco","El doble seis","El seis-cuatro",2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué piloto español ganó dos campeonatos mundiales de Fórmula 1 con Renault?","Fernando Alonso","Carlos Sainz Jr.","Pedro de la Rosa","Marc Gené",0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué nadador estadounidense ganó ocho oros en los Juegos Olímpicos de Pekín 2008?","Mark Spitz","Ryan Lochte","Michael Phelps","Ian Thorpe",2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿En qué deporte se ejecuta un lanzamiento llamado alley-oop?",Balonmano,Baloncesto,Voleibol,Waterpolo,1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué selección ha utilizado históricamente el apodo All Blacks?","Australia de cricket","Nueva Zelanda de rugby","Sudáfrica de rugby","Canadá de hockey",1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué pieza vale habitualmente nueve puntos en la valoración ajedrecística?","La torre","El alfil","El caballo","La dama",3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿En qué deporte se concede un ippon?",Judo,Karate,Taekwondo,Esgrima,0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué club de fútbol juega sus partidos como local en Anfield?","Manchester United","Liverpool FC","Arsenal FC","Chelsea FC",1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Cuántos sets debe ganar un tenista para imponerse en un partido masculino al mejor de cinco?",2,4,3,5,2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué carrera de motor se disputa tradicionalmente durante 24 horas en el circuito de La Sarthe?","24 Horas de Le Mans","500 Millas de Indianápolis","Gran Premio de Mónaco","Rally de Montecarlo",0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué figura se logra en bolos al derribar los diez bolos con el primer lanzamiento?",Strike,Spare,Split,Turkey,0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué deporte practicaba profesionalmente Severiano Ballesteros?",Tenis,Golf,Ciclismo,Automovilismo,1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué modalidad de billar utiliza quince bolas numeradas y una blanca?","Carambola a tres bandas",Snooker,Pool,"Billar artístico",2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué selección ganó la Eurocopa masculina de fútbol de 1964?",España,"Unión Soviética",Italia,"Alemania Federal",0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué atleta jamaicano posee los títulos olímpicos de 100 y 200 metros de tres Juegos consecutivos?","Usain Bolt","Yohan Blake","Asafa Powell","Donovan Bailey",0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿En qué deporte un equipo anota un try?",Cricket,"Fútbol australiano",Lacrosse,Rugby,3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué juego de mesa enfrenta a dos jugadores con fichas blancas y negras sobre 64 casillas y permite coronar?",Damas,Go,Reversi,Backgammon,0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué tenista español ganó catorce títulos individuales de Roland Garros?","Carlos Moyá","Juan Carlos Ferrero","Manuel Orantes","Rafael Nadal",3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué país es la cuna del taekwondo moderno?",Japón,Tailandia,Vietnam,"Corea del Sur",3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Cuántos minutos dura un partido reglamentario de balonmano sénior, sin prórroga?",60,40,50,70,0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué color de maillot distingue al líder del Tour de Francia?",Rosa,Amarillo,Rojo,Verde,1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué apertura de ajedrez comienza con 1.e4 e5 2.Cf3 Cc6 3.Ab5?","Defensa siciliana","Gambito de dama","Defensa francesa","Apertura española",3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué selección venció a España en la final olímpica de baloncesto masculino de Londres 2012?",Argentina,Francia,"Estados Unidos",Serbia,2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿En qué aparato de gimnasia artística masculina se realizan círculos con las piernas alrededor de dos asas?",Anillas,"Caballo con arcos","Barras paralelas","Barra fija",1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué número máximo de descansos técnicos puede pedir un equipo por set en voleibol bajo las reglas habituales de la FIVB sin contar los automáticos?",1,2,3,4,1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué corredor finlandés fue apodado el Finlandés Volador y ganó nueve oros olímpicos?","Paavo Nurmi","Lasse Virén","Hannes Kolehmainen","Kimi Räikkönen",0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué juego utiliza las categorías de armas, habitaciones y sospechosos para resolver un asesinato?",Risk,Monopoly,Cluedo,Stratego,2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿En qué deporte se celebra el torneo The Ashes entre Inglaterra y Australia?",Rugby,Cricket,Tenis,"Hockey sobre hierba",1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué equipo ganó la primera Copa de Europa de fútbol en 1956?","Real Madrid",Benfica,"AC Milan","Stade de Reims",0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué prueba de atletismo incluye diez disciplinas?",Heptatlón,Decatlón,Pentatlón,Triatlón,1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Cómo se llama en golf un resultado de un golpe bajo par en un hoyo?",Bogey,Birdie,"Eagle doble",Par,1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué ficha del ajedrez comienza en las esquinas del tablero?","La torre","El caballo","El alfil","La dama",0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué deportista española ganó el oro olímpico de bádminton individual en Río 2016?","Lydia Valentín","Carolina Marín","Mireia Belmonte","Maialen Chourraut",1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué competición de vela ganó el Australia II en 1983, terminando 132 años de dominio estadounidense?","Copa América","Volvo Ocean Race","Vendée Globe",Sydney-Hobart,0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué país ganó el primer Mundial de rugby en 1987?",Australia,Sudáfrica,"Nueva Zelanda",Inglaterra,2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué mano supera a una escalera en la clasificación estándar del póquer?",Trío,"Doble pareja",Pareja,Color,3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿En qué deporte destacó la española Blanca Fernández Ochoa?","Patinaje artístico",Snowboard,"Esquí alpino","Esquí de fondo",2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué equipo de la NBA juega en el Madison Square Garden?","Brooklyn Nets","New York Knicks","Boston Celtics","Chicago Bulls",1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Cuántos puntos vale un ensayo en rugby union antes de la transformación?",3,6,5,7,2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué prueba ciclista italiana identifica a su líder con la maglia rosa?","Milán-San Remo","Giro de Italia",Tirreno-Adriático,"Strade Bianche",1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué juego abstracto se disputa tradicionalmente sobre una cuadrícula de 19 por 19 líneas?",Go,Xiangqi,Shogi,Mancala,0
